Name,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA
Rybistro Rybarna,,1948.0,5.0,,2.0,"[['A hidden gem'], ['05/08/2017']]",/Restaurant_Review-g274707-d12333940-Reviews-Rybistro_Rybarna-Prague_Bohemia.html
Dunakafe,"['European', 'Contemporary', 'Healthy', 'Street Food', 'Soups', 'Czech']",1949.0,5.0,,2.0,"[['Very pleasant experience'], ['04/29/2017']]",/Restaurant_Review-g274707-d12256213-Reviews-Dunakafe-Prague_Bohemia.html
Slovacky sklepek,"['European', 'Czech']",1950.0,5.0,,2.0,"[['Be Adventurous!'], ['09/09/2015']]",/Restaurant_Review-g274707-d4793537-Reviews-Slovacky_sklepek-Prague_Bohemia.html
Hashashira Bistro,,1951.0,5.0,,5.0,"[['Tasty, fresh, fast. The best bistro in pra...', 'Home made and cooked with love'], ['10/07/2015', '06/16/2015']]",/Restaurant_Review-g274707-d8141231-Reviews-Hashashira_Bistro-Prague_Bohemia.html
Jin Man Tang,['Asian'],1952.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7287887-Reviews-Jin_Man_Tang-Prague_Bohemia.html
Ka Sha fe,['Asian'],1953.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12353487-Reviews-Ka_Sha_fe-Prague_Bohemia.html
Mikrofarma,"['Brazilian', 'Austrian', 'European', 'British', 'Czech', 'South American']",1954.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12173513-Reviews-Mikrofarma-Prague_Bohemia.html
Cafe Start,['Cafe'],1955.0,5.0,$,3.0,"[['Treasure in our neighbourhood'], ['09/14/2016']]",/Restaurant_Review-g274707-d7626286-Reviews-Cafe_Start-Prague_Bohemia.html
U Boudu,"['European', 'Pub', 'Gastropub', 'Czech']",1956.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12895352-Reviews-U_Boudu-Prague_Bohemia.html
CAFETIME.cafe,['International'],1957.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d13001031-Reviews-CAFETIME_cafe-Prague_Bohemia.html
U Sokolovny,"['European', 'Czech']",1958.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4768833-Reviews-U_Sokolovny-Prague_Bohemia.html
Retaurant Daliborka,"['European', 'Czech']",1959.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d3946209-Reviews-Retaurant_Daliborka-Prague_Bohemia.html
Bar and Restaurant Oasis,['Cafe'],1960.0,5.0,,,"[['Nice find!'], ['11/01/2013']]",/Restaurant_Review-g274707-d1093698-Reviews-Bar_and_Restaurant_Oasis-Prague_Bohemia.html
Pivovarska Restaurant,,1961.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12200200-Reviews-Pivovarska_Restaurant-Prague_Bohemia.html
Restaurace Harmony,"['European', 'Czech']",1962.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7649071-Reviews-Restaurace_Harmony-Prague_Bohemia.html
Cafe Kepler,"['European', 'Czech']",1963.0,5.0,$,2.0,"[['Superb stop off.', 'Great start to the day'], ['07/19/2017', '07/01/2017']]",/Restaurant_Review-g274707-d12383180-Reviews-Cafe_Kepler-Prague_Bohemia.html
Banh Mi Makers - Palackeho,"['Asian', 'Vietnamese']",1964.0,5.0,$,,"[['Best Vietnamese food and fresh bagettes in...'], ['11/17/2017']]",/Restaurant_Review-g274707-d13127028-Reviews-Banh_Mi_Makers_Palackeho-Prague_Bohemia.html
Kavarna Sachovy Vaclavak,,1965.0,5.0,,3.0,"[['Quiet and cozy!'], ['08/04/2015']]",/Restaurant_Review-g274707-d7702426-Reviews-Kavarna_Sachovy_Vaclavak-Prague_Bohemia.html
Ponte Restaurant,"['European', 'Central European']",1966.0,5.0,,,"[['Birthday lunch'], ['05/04/2017']]",/Restaurant_Review-g274707-d1093033-Reviews-Ponte_Restaurant-Prague_Bohemia.html
Prima Chlebicek,,1967.0,5.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d9836576-Reviews-Prima_Chlebicek-Prague_Bohemia.html
Por Favore Jazz Club,,1968.0,5.0,,,"[['metropolitano standard'], ['03/15/2012']]",/Restaurant_Review-g274707-d1092696-Reviews-Por_Favore_Jazz_Club-Prague_Bohemia.html
Praha,,1969.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12947993-Reviews-Praha-Prague_Bohemia.html
Don Cafeto,"['European', 'Czech']",1970.0,5.0,$,2.0,"[['Cappuccino'], ['03/04/2017']]",/Restaurant_Review-g274707-d12202095-Reviews-Don_Cafeto-Prague_Bohemia.html
My Prague Lounge,"['Italian', 'European', 'Central European', 'Vegetarian Friendly']",1971.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7186985-Reviews-My_Prague_Lounge-Prague_Bohemia.html
Sion Cafe,['Cafe'],1972.0,5.0,,3.0,"[[], []]",/Restaurant_Review-g274707-d8679106-Reviews-Sion_Cafe-Prague_Bohemia.html
V. Kolona,,1973.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12150307-Reviews-V_Kolona-Prague_Bohemia.html
Rago pod Lipou,,1974.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4769456-Reviews-Rago_pod_Lipou-Prague_Bohemia.html
Cafe Milano,,1975.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d12330060-Reviews-Cafe_Milano-Prague_Bohemia.html
La Bussola,,1976.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d4769155-Reviews-La_Bussola-Prague_Bohemia.html
Rozmitalka Nusle,,1977.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4769119-Reviews-Rozmitalka_Nusle-Prague_Bohemia.html
Puro,"['Contemporary', 'Healthy']",1978.0,5.0,,,"[['Fab find'], ['11/26/2017']]",/Restaurant_Review-g274707-d12098453-Reviews-Puro-Prague_Bohemia.html
Selsky Statek,"['European', 'Czech']",1979.0,5.0,,3.0,"[['Pleasant surprise', 'Superb atmosphere, every details is matchi...'], ['01/15/2017', '06/21/2014']]",/Restaurant_Review-g274707-d4769077-Reviews-Selsky_Statek-Prague_Bohemia.html
Mark,,1980.0,5.0,,3.0,"[['Luxury at great price', 'A gem in the middle of Prague'], ['02/10/2015', '01/04/2015']]",/Restaurant_Review-g274707-d4769023-Reviews-Mark-Prague_Bohemia.html
Gourmet Deli and Bar,['International'],1981.0,5.0,,3.0,"[[""Couldn't have been more impressed""], ['11/07/2014']]",/Restaurant_Review-g274707-d7212107-Reviews-Gourmet_Deli_and_Bar-Prague_Bohemia.html
Murphy's,"['European', 'Czech', 'Pub']",1982.0,5.0,$,2.0,"[['Fab littlenpakve'], ['03/01/2017']]",/Restaurant_Review-g274707-d4768957-Reviews-Murphy_s-Prague_Bohemia.html
24 Hours Restaurant & Bar,"['European', 'Czech', 'Pub']",1983.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d4768779-Reviews-24_Hours_Restaurant_Bar-Prague_Bohemia.html
Na Brehu,,1984.0,5.0,,2.0,"[['great lunch menus'], ['07/13/2017']]",/Restaurant_Review-g274707-d4768697-Reviews-Na_Brehu-Prague_Bohemia.html
Fabbricia,['Fast Food'],1985.0,5.0,,,"[['Top food for low price'], ['10/08/2016']]",/Restaurant_Review-g274707-d7648873-Reviews-Fabbricia-Prague_Bohemia.html
Vinarna U dvou pratel,"['European', 'Czech']",1986.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d12869321-Reviews-Vinarna_U_dvou_pratel-Prague_Bohemia.html
Restaurace U Jerabku,"['European', 'Czech']",1987.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4768419-Reviews-Restaurace_U_Jerabku-Prague_Bohemia.html
U klidase,,1988.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4768377-Reviews-U_klidase-Prague_Bohemia.html
Restaurace U Divadla,"['European', 'Czech']",1989.0,5.0,,,"[['The place where locals go.'], ['05/15/2015']]",/Restaurant_Review-g274707-d4768291-Reviews-Restaurace_U_Divadla-Prague_Bohemia.html
GLUtarna,,1990.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4768229-Reviews-GLUtarna-Prague_Bohemia.html
KFC Globus,['American'],1991.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4768148-Reviews-KFC_Globus-Prague_Bohemia.html
Mana sushi house,"['Japanese', 'Sushi']",1992.0,5.0,,3.0,"[['Fantastic korean food!', 'Úžasné'], ['11/02/2015', '09/28/2015']]",/Restaurant_Review-g274707-d4768108-Reviews-Mana_sushi_house-Prague_Bohemia.html
Green day salads,,1993.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12819401-Reviews-Green_day_salads-Prague_Bohemia.html
Pivarna U Klauna,"['American', 'European', 'Czech']",1994.0,5.0,$,,"[['Love beer, must visit'], ['11/07/2017']]",/Restaurant_Review-g274707-d12511809-Reviews-Pivarna_U_Klauna-Prague_Bohemia.html
FoodLove,"['European', 'Diner', 'Czech']",1995.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4768011-Reviews-FoodLove-Prague_Bohemia.html
Freshtaste,,1996.0,5.0,,,"[['Fast and Quality Lunch'], ['03/14/2016']]",/Restaurant_Review-g274707-d4767881-Reviews-Freshtaste-Prague_Bohemia.html
Hospoda Pod Nuselskym Mostem,,1997.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12512061-Reviews-Hospoda_Pod_Nuselskym_Mostem-Prague_Bohemia.html
Auco,['Vietnamese'],1998.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4793532-Reviews-Auco-Prague_Bohemia.html
Avion Club,,1999.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4767800-Reviews-Avion_Club-Prague_Bohemia.html
Old Bohemian restaurant,"['European', 'Czech']",2000.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d4793477-Reviews-Old_Bohemian_restaurant-Prague_Bohemia.html
Sportbar Vltavin,,2001.0,5.0,,2.0,"[['Superb pub.'], ['08/05/2015']]",/Restaurant_Review-g274707-d4767702-Reviews-Sportbar_Vltavin-Prague_Bohemia.html
U Biskupa,"['European', 'Czech']",2002.0,5.0,,,"[['Best hotel for calm staying'], ['06/01/2015']]",/Restaurant_Review-g274707-d4793252-Reviews-U_Biskupa-Prague_Bohemia.html
Italian Garden,,2003.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d10686858-Reviews-Italian_Garden-Prague_Bohemia.html
Vivace,"['European', 'Czech']",2004.0,5.0,,2.0,"[['Great Italian Joint'], ['05/26/2015']]",/Restaurant_Review-g274707-d7287638-Reviews-Vivace-Prague_Bohemia.html
Saturnin,"['Pizza', 'Cafe', 'European', 'Soups', 'Czech', 'Vegetarian Friendly']",2005.0,5.0,,2.0,"[['Fun Place non smoking upstaies', 'Great place to relax, after a hot day tour...'], ['10/19/2016', '03/17/2016']]",/Restaurant_Review-g274707-d5538435-Reviews-Saturnin-Prague_Bohemia.html
Signor in Cucina,['Mediterranean'],2006.0,5.0,,,"[['Dinner'], ['12/01/2017']]",/Restaurant_Review-g274707-d13202054-Reviews-Signor_in_Cucina-Prague_Bohemia.html
Avoid Cafe,,2007.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d10347318-Reviews-Avoid_Cafe-Prague_Bohemia.html
Kacabka,"['European', 'Czech']",2008.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d1114749-Reviews-Kacabka-Prague_Bohemia.html
Krmelec Vrsky,,2009.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d10019255-Reviews-Krmelec_Vrsky-Prague_Bohemia.html
Downtown cafe lounge,"['Bar', 'Cafe']",2010.0,5.0,$,,"[['Friendly place'], ['11/09/2017']]",/Restaurant_Review-g274707-d12641982-Reviews-Downtown_cafe_lounge-Prague_Bohemia.html
Musta koira,"['French', 'Seafood', 'European', 'Healthy', 'Scandinavian']",2011.0,5.0,,,"[['A hidden gem of Prague'], ['06/17/2013']]",/Restaurant_Review-g274707-d4354852-Reviews-Musta_koira-Prague_Bohemia.html
Masna 19 market,"['Cafe', 'Delicatessen', 'Healthy', 'Wine Bar', 'Street Food']",2012.0,5.0,$,,"[['Personal expirence'], ['10/27/2017']]",/Restaurant_Review-g274707-d12981295-Reviews-Masna_19_market-Prague_Bohemia.html
Ambix - Gourmet Center,"['Bar', 'Pub']",2013.0,5.0,,4.0,"[['Enjoyable late evening Primitivo and cards', 'In this case really, really selected wines...'], ['11/29/2016', '07/09/2016']]",/Restaurant_Review-g274707-d8083552-Reviews-Ambix_Gourmet_Center-Prague_Bohemia.html
Dak Lak Cafe,,2014.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12300704-Reviews-Dak_Lak_Cafe-Prague_Bohemia.html
Ales Koval,,2015.0,5.0,,,"[['Great Local Place off the beaten path'], ['03/27/2016']]",/Restaurant_Review-g274707-d10140450-Reviews-Ales_Koval-Prague_Bohemia.html
Mexicka,['Mexican'],2016.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7706329-Reviews-Mexicka-Prague_Bohemia.html
Korab,"['European', 'Czech']",2017.0,5.0,$,,"[['Newly opened. Excellent food and service'], ['11/01/2017']]",/Restaurant_Review-g274707-d12154736-Reviews-Korab-Prague_Bohemia.html
Fresherie Bistro,"['Cafe', 'International', 'Mediterranean', 'Healthy']",2018.0,5.0,$,,"[['Tasty and delicate'], ['11/23/2017']]",/Restaurant_Review-g274707-d12503234-Reviews-Fresherie_Bistro-Prague_Bohemia.html
Sai,,2019.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12077978-Reviews-Sai-Prague_Bohemia.html
Apetit Praha,,2020.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12347734-Reviews-Apetit_Praha-Prague_Bohemia.html
Cafe Arieta,['Cafe'],2021.0,5.0,$,,"[['Quirky Little Cafe/Bar'], ['12/04/2017']]",/Restaurant_Review-g274707-d13133035-Reviews-Cafe_Arieta-Prague_Bohemia.html
President Caffe,['Cafe'],2022.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d7707891-Reviews-President_Caffe-Prague_Bohemia.html
Lahudky na fare,,2023.0,5.0,,,"[['Great cakes and cheap but good lunches'], ['08/09/2016']]",/Restaurant_Review-g274707-d10716601-Reviews-Lahudky_na_fare-Prague_Bohemia.html
Hudera,"['European', 'Czech']",2024.0,5.0,,,"[['Local butcher shop & Czech fast food'], ['06/22/2014']]",/Restaurant_Review-g274707-d3605712-Reviews-Hudera-Prague_Bohemia.html
Taamarind -Prague,"['Indian', 'International', 'European', 'Thai', 'Czech']",2025.0,5.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g274707-d3399746-Reviews-Taamarind_Prague-Prague_Bohemia.html
Viet - Style,"['Japanese', 'Asian', 'Vietnamese']",2026.0,5.0,$,,"[['My favourite restaurant'], ['12/30/2017']]",/Restaurant_Review-g274707-d11809014-Reviews-Viet_Style-Prague_Bohemia.html
Pizza Nero,['Italian'],2027.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d13124587-Reviews-Pizza_Nero-Prague_Bohemia.html
Smichovska Zahrada,"['International', 'European', 'Grill', 'Czech']",2028.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d12636067-Reviews-Smichovska_Zahrada-Prague_Bohemia.html
Restaurace Na Bretislavce,['European'],2029.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12940168-Reviews-Restaurace_Na_Bretislavce-Prague_Bohemia.html
Antonie Lu,['International'],2030.0,5.0,$,,"[['The coffee is just great!!'], ['11/13/2017']]",/Restaurant_Review-g274707-d13109244-Reviews-Antonie_Lu-Prague_Bohemia.html
Trattoria Mercato,['Italian'],2031.0,5.0,,2.0,"[['Most fantastic food in a great ambiente'], ['01/30/2014']]",/Restaurant_Review-g274707-d6125010-Reviews-Trattoria_Mercato-Prague_Bohemia.html
Hostivar,"['European', 'Diner', 'Czech']",2032.0,5.0,,,"[['Allways very good'], ['12/22/2016']]",/Restaurant_Review-g274707-d7693650-Reviews-Hostivar-Prague_Bohemia.html
U Maliru 1543,,2033.0,5.0,,,"[['Wonderful and Beautiful Dinner'], ['12/04/2017']]",/Restaurant_Review-g274707-d13212374-Reviews-U_Maliru_1543-Prague_Bohemia.html
NGON street food & fresh bar,['Vietnamese'],2034.0,5.0,$,,"[['Healthy food'], ['11/22/2017']]",/Restaurant_Review-g274707-d13119712-Reviews-NGON_street_food_fresh_bar-Prague_Bohemia.html
Restaurace U Draka,"['European', 'Czech']",2035.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d3578650-Reviews-Restaurace_U_Draka-Prague_Bohemia.html
Bozska Lahvice - Books & Wine & Cafe,,2036.0,5.0,,,"[['a nice café or a wine with books'], ['11/14/2017']]",/Restaurant_Review-g274707-d13145184-Reviews-Bozska_Lahvice_Books_Wine_Cafe-Prague_Bohemia.html
FOOD and LOVE,['Italian'],2037.0,5.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g274707-d13196483-Reviews-FOOD_and_LOVE-Prague_Bohemia.html
Vinoteka Vinohradska 29,"['Delicatessen', 'Wine Bar']",2038.0,5.0,$$$$,,"[['Great wine shop'], ['02/17/2016']]",/Restaurant_Review-g274707-d8798838-Reviews-Vinoteka_Vinohradska_29-Prague_Bohemia.html
Natalie Steklovo,,2039.0,5.0,,,"[['Hidden gem in center with great view'], ['04/23/2014']]",/Restaurant_Review-g274707-d6561417-Reviews-Natalie_Steklovo-Prague_Bohemia.html
Avalanche pizza,"['Pizza', 'Fast Food', 'Canadian']",2040.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7795766-Reviews-Avalanche_pizza-Prague_Bohemia.html
Country Club KTO,,2041.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d8490027-Reviews-Country_Club_KTO-Prague_Bohemia.html
Pretoria Restaurant,"['African', 'European', 'Czech']",2042.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d6612529-Reviews-Pretoria_Restaurant-Prague_Bohemia.html
Duse V Peri Cafe,"['African', 'European', 'Czech']",2043.0,5.0,,2.0,"[['So cosy!', 'Nice and quiet coffee shop with amazing te...'], ['06/06/2016', '02/12/2016']]",/Restaurant_Review-g274707-d9724150-Reviews-Duse_V_Peri_Cafe-Prague_Bohemia.html
Caffe Roma,['Cafe'],2044.0,5.0,,2.0,"[['Beautiful coffee'], ['09/01/2014']]",/Restaurant_Review-g274707-d4915009-Reviews-Caffe_Roma-Prague_Bohemia.html
Vietle,"['Asian', 'Thai', 'Vietnamese']",2045.0,5.0,,2.0,"[['Great fresh food', 'My favourite vietnamese restaurant in Prag...'], ['09/19/2016', '09/09/2015']]",/Restaurant_Review-g274707-d8618237-Reviews-Vietle-Prague_Bohemia.html
Caffe & Study ve smeckach,['Cafe'],2046.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d12725104-Reviews-Caffe_Study_ve_smeckach-Prague_Bohemia.html
Paroplavba,,2047.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d12159563-Reviews-Paroplavba-Prague_Bohemia.html
Hostomicka Nalevarna,,2048.0,5.0,,,"[['The most local pub in the city of Prag'], ['12/24/2017']]",/Restaurant_Review-g274707-d13323998-Reviews-Hostomicka_Nalevarna-Prague_Bohemia.html
Ceskoslovenska Pivni Basta,"['European', 'Gastropub', 'Czech']",2049.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d8611329-Reviews-Ceskoslovenska_Pivni_Basta-Prague_Bohemia.html
Teodoro ristorant*caffe,"['Italian', 'Mediterranean']",2050.0,5.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g274707-d12243659-Reviews-Teodoro_ristorant_caffe-Prague_Bohemia.html
Ta Kavarna,['Cafe'],2051.0,5.0,,2.0,"[['Quite space to relax just few metres from...'], ['08/13/2015']]",/Restaurant_Review-g274707-d8540404-Reviews-Ta_Kavarna-Prague_Bohemia.html
Cafe Nova doba,"['Cafe', 'European', 'Czech']",2052.0,5.0,$,,"[[""Nova' Doba""], ['01/26/2017']]",/Restaurant_Review-g274707-d12032989-Reviews-Cafe_Nova_doba-Prague_Bohemia.html
Kavarna Za Zrcadlem,"['European', 'Czech']",2053.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d12957129-Reviews-Kavarna_Za_Zrcadlem-Prague_Bohemia.html
Restaurant Garden Chodov,,2054.0,5.0,,2.0,"[['great food', 'Nice place for enjoy Chinese cuisine in Pr...'], ['08/24/2017', '12/10/2016']]",/Restaurant_Review-g274707-d11815263-Reviews-Restaurant_Garden_Chodov-Prague_Bohemia.html
Sesterna Bar,,2055.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7382802-Reviews-Sesterna_Bar-Prague_Bohemia.html
U Ceske Koruny,"['European', 'Czech']",2056.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7713871-Reviews-U_Ceske_Koruny-Prague_Bohemia.html
PureThai - Nae's Takeaway,['Thai'],2057.0,5.0,$,,"[['Authentic Thai !'], ['10/31/2016']]",/Restaurant_Review-g274707-d9846354-Reviews-PureThai_Nae_s_Takeaway-Prague_Bohemia.html
Sanjay,,2058.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d12417711-Reviews-Sanjay-Prague_Bohemia.html
Vietnamska restaurace MOC,,2059.0,5.0,,2.0,"[['Excellent food', 'I will feel heaven in your stomach :)'], ['09/20/2017', '07/23/2017']]",/Restaurant_Review-g274707-d12680109-Reviews-Vietnamska_restaurace_MOC-Prague_Bohemia.html
Geekarna - Cafe Bar,,2060.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d12448628-Reviews-Geekarna_Cafe_Bar-Prague_Bohemia.html
Vinoteka Naskok,,2061.0,5.0,,,"[['A good place for wine or beer'], ['07/12/2016']]",/Restaurant_Review-g274707-d10542709-Reviews-Vinoteka_Naskok-Prague_Bohemia.html
Mondieu - Chodov,"['Cafe', 'European', 'Delicatessen', 'Soups', 'Central European']",2062.0,5.0,$$$$,,"[['Chef Joseph the Just and Kind'], ['01/03/2018']]",/Restaurant_Review-g274707-d13316353-Reviews-Mondieu_Chodov-Prague_Bohemia.html
U Venouse,['Spanish'],2063.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d5967661-Reviews-U_Venouse-Prague_Bohemia.html
Excalibur,"['European', 'Czech']",2064.0,5.0,$,,"[[], []]",/Restaurant_Review-g274707-d10416601-Reviews-Excalibur-Prague_Bohemia.html
Na Fare,"['European', 'Czech']",2065.0,5.0,,,"[['excellent food, great service for reasonab...'], ['08/31/2011']]",/Restaurant_Review-g274707-d2262702-Reviews-Na_Fare-Prague_Bohemia.html
U Karla IV,"['European', 'Czech']",2066.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124541-Reviews-U_Karla_IV-Prague_Bohemia.html
U Popelky,"['European', 'Czech']",2067.0,5.0,,,"[['Popelky has all you need need for a cheep...'], ['10/06/2015']]",/Restaurant_Review-g274707-d7124521-Reviews-U_Popelky-Prague_Bohemia.html
V Aleji,"['European', 'Czech']",2068.0,5.0,,,"[['Very nice family restaurant'], ['11/30/2017']]",/Restaurant_Review-g274707-d7124520-Reviews-V_Aleji-Prague_Bohemia.html
Paneria,['Fast Food'],2069.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124496-Reviews-Paneria-Prague_Bohemia.html
Tai Wan,['Chinese'],2070.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124481-Reviews-Tai_Wan-Prague_Bohemia.html
Quick Apetit,['Fast Food'],2071.0,5.0,,,"[['Great little hole in the wall place!'], ['01/11/2016']]",/Restaurant_Review-g274707-d7124447-Reviews-Quick_Apetit-Prague_Bohemia.html
Terasy,"['European', 'Czech']",2072.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124444-Reviews-Terasy-Prague_Bohemia.html
Cukrarna Na Ul. Terronska,"['European', 'Czech']",2073.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124442-Reviews-Cukrarna_Na_Ul_Terronska-Prague_Bohemia.html
Skolni Jidelna On Trojska Street,"['European', 'Diner', 'Czech']",2074.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124431-Reviews-Skolni_Jidelna_On_Trojska_Street-Prague_Bohemia.html
Helena Fejkova,['Cafe'],2075.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124421-Reviews-Helena_Fejkova-Prague_Bohemia.html
Hostinec Slavikova,"['European', 'Czech']",2076.0,5.0,,,"[['Great homemade food for lunch'], ['12/07/2015']]",/Restaurant_Review-g274707-d7124407-Reviews-Hostinec_Slavikova-Prague_Bohemia.html
Sen,['Vietnamese'],2077.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124393-Reviews-Sen-Prague_Bohemia.html
Stockholm,['Cafe'],2078.0,5.0,,2.0,"[['nice city'], ['01/26/2017']]",/Restaurant_Review-g274707-d7124366-Reviews-Stockholm-Prague_Bohemia.html
Kavarna Na Senovaznem Namesti,['Cafe'],2079.0,5.0,,,"[['Nice modern café'], ['12/09/2015']]",/Restaurant_Review-g274707-d7124355-Reviews-Kavarna_Na_Senovaznem_Namesti-Prague_Bohemia.html
Bistro On Rumunska Street,['Fast Food'],2080.0,5.0,,,"[['Lunch spot'], ['10/26/2016']]",/Restaurant_Review-g274707-d7124335-Reviews-Bistro_On_Rumunska_Street-Prague_Bohemia.html
U Modre Hvezdy,"['European', 'Czech']",2081.0,5.0,,,"[[], []]",/Restaurant_Review-g274707-d7124322-Reviews-U_Modre_Hvezdy-Prague_Bohemia.html
